feature,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero,model
ASV1921,cshasta,cshasta,-0.6090865137131579,0.48188052910454365,0.21393664206565718,cshasta,0.9875681237138398,40,25,A_asv_cshasta
ASV1925,cshasta,cshasta,0.07245924852566382,0.2663968416567607,0.7870964523234205,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV2011,cshasta,cshasta,-0.3794500212116175,0.44301847958888596,0.39708462227114727,cshasta,0.9875681237138398,40,32,A_asv_cshasta
ASV2013,cshasta,cshasta,0.29828772614034227,0.3848871232811817,0.4431354479574233,cshasta,0.9875681237138398,40,37,A_asv_cshasta
ASV2014,cshasta,cshasta,0.022032249070617273,0.13734392176040136,0.8734026372881813,cshasta,0.9875681237138398,40,35,A_asv_cshasta
ASV2031,cshasta,cshasta,0.08328958687716126,0.2695474077506257,0.7590109829478199,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV2038,cshasta,cshasta,-0.29361482917794385,0.33083971453532535,0.3804015001556291,cshasta,0.9875681237138398,40,7,A_asv_cshasta
ASV2045,cshasta,cshasta,-0.06600552355988015,0.2600980590800437,0.8010400361290415,cshasta,0.9875681237138398,40,7,A_asv_cshasta
ASV2057,cshasta,cshasta,0.11683181686331395,0.3877505580758042,0.7648233580443685,cshasta,0.9875681237138398,40,8,A_asv_cshasta
ASV2064,cshasta,cshasta,0.4275747283095,0.4379689066305759,0.3351063926273362,cshasta,0.9875681237138398,40,17,A_asv_cshasta
ASV2074,cshasta,cshasta,0.18179367201698762,0.22589165842600115,0.4259519452112295,cshasta,0.9875681237138398,40,38,A_asv_cshasta
ASV2100,cshasta,cshasta,0.4214800520898749,0.4446822063882313,0.3492084928128366,cshasta,0.9875681237138398,40,17,A_asv_cshasta
ASV2166,cshasta,cshasta,0.3466712497112151,0.34405275802143664,0.3200147040653197,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV2168,cshasta,cshasta,0.4202300544208821,0.4168933346216682,0.3198284336352811,cshasta,0.9875681237138398,40,34,A_asv_cshasta
ASV2181,cshasta,cshasta,0.0760351651794852,0.16995477724802358,0.657137245223546,cshasta,0.9875681237138398,40,36,A_asv_cshasta
ASV2184,cshasta,cshasta,-0.04459953946646781,0.0932446132045181,0.6351722541947677,cshasta,0.9875681237138398,40,40,A_asv_cshasta
ASV2196,cshasta,cshasta,0.7255489035757008,0.43350240440411947,0.10240490110352143,cshasta,0.9875681237138398,40,27,A_asv_cshasta
ASV2197,cshasta,cshasta,0.0955196199614165,0.25443718279712235,0.7094390740884526,cshasta,0.9875681237138398,40,11,A_asv_cshasta
ASV2284,cshasta,cshasta,0.3262165856756868,0.2285964317714868,0.1617338245047714,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV2285,cshasta,cshasta,-0.6374208235262372,0.29257555555572223,0.035628648814693,cshasta,0.9875681237138398,40,7,A_asv_cshasta
ASV2289,cshasta,cshasta,0.1076444409243891,0.40784513714241605,0.7932564514531644,cshasta,0.9875681237138398,40,11,A_asv_cshasta
ASV2314,cshasta,cshasta,-0.38292348049110225,0.41577038674740596,0.362862105677796,cshasta,0.9875681237138398,40,26,A_asv_cshasta
ASV2370,cshasta,cshasta,0.2920373495032334,0.23489433290371614,0.22138417512580166,cshasta,0.9875681237138398,40,16,A_asv_cshasta
ASV2395,cshasta,cshasta,-0.4045609052587754,0.2947592284667882,0.17795095556691037,cshasta,0.9875681237138398,40,7,A_asv_cshasta
ASV2403,cshasta,cshasta,-0.03948557816411752,0.357619391681749,0.9126634871065722,cshasta,0.9875681237138398,40,7,A_asv_cshasta
ASV2406,cshasta,cshasta,-0.08854630666960274,0.3461439263188797,0.7994789622101514,cshasta,0.9875681237138398,40,8,A_asv_cshasta
ASV2424,cshasta,cshasta,-0.020917939993904632,0.08997807778646064,0.8174142111704359,cshasta,0.9875681237138398,40,40,A_asv_cshasta
ASV2440,cshasta,cshasta,0.3192216373482507,0.4371027902167059,0.46967797477816287,cshasta,0.9875681237138398,40,34,A_asv_cshasta
ASV2461,cshasta,cshasta,-0.09780552996153802,0.19605666752381515,0.6207512113554743,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV2489,cshasta,cshasta,0.16804423365192084,0.22890000582174394,0.4673704991090085,cshasta,0.9875681237138398,40,7,A_asv_cshasta
ASV2523,cshasta,cshasta,0.24324209364356947,0.31551785180308156,0.44551581815958596,cshasta,0.9875681237138398,40,8,A_asv_cshasta
ASV2527,cshasta,cshasta,0.12270421980455694,0.3464116354500464,0.7251357820946949,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV2536,cshasta,cshasta,0.08203928354518325,0.4187949385070954,0.8457371910798406,cshasta,0.9875681237138398,40,9,A_asv_cshasta
ASV2539,cshasta,cshasta,0.09891751931262156,0.1250678277066985,0.43390472212329934,cshasta,0.9875681237138398,40,35,A_asv_cshasta
ASV2544,cshasta,cshasta,0.47335012301500823,0.2838936504519337,0.10366688838983719,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV2546,cshasta,cshasta,-0.27939892276287026,0.3987491442235794,0.48776595571579706,cshasta,0.9875681237138398,40,17,A_asv_cshasta
ASV2593,cshasta,cshasta,0.42964808683343597,0.2875540002013593,0.14339524980234417,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV2595,cshasta,cshasta,-0.2138361152906019,0.34525278649705904,0.5393745204880009,cshasta,0.9875681237138398,40,8,A_asv_cshasta
ASV2613,cshasta,cshasta,-0.06945178705631562,0.34586452571942267,0.8419209571465747,cshasta,0.9875681237138398,40,8,A_asv_cshasta
ASV2628,cshasta,cshasta,0.15488754317760434,0.4326087426826514,0.7223009970344012,cshasta,0.9875681237138398,40,40,A_asv_cshasta
ASV2695,cshasta,cshasta,-0.14183343410575833,0.3196998046518288,0.6598146950874032,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV2709,cshasta,cshasta,-0.144163244662609,0.3469148250399669,0.6800707710589554,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV2711,cshasta,cshasta,-0.5001647480202491,0.42901087854280406,0.2509384507635653,cshasta,0.9875681237138398,40,39,A_asv_cshasta
ASV2714,cshasta,cshasta,-0.24637353734432796,0.3016828743100204,0.41921098670685153,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV2742,cshasta,cshasta,0.3513531752030051,0.39243209308866694,0.3762513676731638,cshasta,0.9875681237138398,40,8,A_asv_cshasta
ASV2753,cshasta,cshasta,-0.1626295195891063,0.23417827923955206,0.49161263958068124,cshasta,0.9875681237138398,40,9,A_asv_cshasta
ASV2758,cshasta,cshasta,0.048447846331983235,0.13003295080922808,0.7115301609593585,cshasta,0.9875681237138398,40,35,A_asv_cshasta
ASV2778,cshasta,cshasta,0.4349942950367393,0.3687264016682211,0.24544426235851138,cshasta,0.9875681237138398,40,14,A_asv_cshasta
ASV2791,cshasta,cshasta,-0.030506805029226914,0.29912361211579863,0.9193030460377679,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV2796,cshasta,cshasta,-0.4928485294296326,0.3061841584207108,0.1157521549634153,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV2805,cshasta,cshasta,0.18266086341910284,0.4020990138951428,0.6522199250089975,cshasta,0.9875681237138398,40,34,A_asv_cshasta
ASV2823,cshasta,cshasta,-0.052976300762838956,0.4635603125287293,0.909616463368866,cshasta,0.9875681237138398,40,19,A_asv_cshasta
ASV2889,cshasta,cshasta,0.13830563901612802,0.39260719000173094,0.7265784597064434,cshasta,0.9875681237138398,40,11,A_asv_cshasta
ASV2899,cshasta,cshasta,0.13318330921531513,0.39051119609592577,0.7349455535291793,cshasta,0.9875681237138398,40,19,A_asv_cshasta
ASV2917,cshasta,cshasta,0.19584889686465043,0.34236774768644873,0.5706620316782296,cshasta,0.9875681237138398,40,8,A_asv_cshasta
ASV2924,cshasta,cshasta,0.7198083840665265,0.44770455137171455,0.11616274727705855,cshasta,0.9875681237138398,40,38,A_asv_cshasta
ASV2943,cshasta,cshasta,0.1609014706128091,0.4151339529372981,0.7004825790545429,cshasta,0.9875681237138398,40,22,A_asv_cshasta
ASV2985,cshasta,cshasta,0.049437864827277134,0.1844480720707234,0.7901248226274118,cshasta,0.9875681237138398,40,7,A_asv_cshasta
ASV3022,cshasta,cshasta,-0.4009521074780502,0.3902148482616217,0.31067384040760104,cshasta,0.9875681237138398,40,26,A_asv_cshasta
ASV3040,cshasta,cshasta,-0.1976492062730103,0.45989145308165214,0.6697876707179402,cshasta,0.9875681237138398,40,37,A_asv_cshasta
ASV3042,cshasta,cshasta,0.527617057389414,0.36461615749161996,0.1560831438433355,cshasta,0.9875681237138398,40,16,A_asv_cshasta
ASV3060,cshasta,cshasta,0.0641060098049664,0.2783527030093648,0.819090164955334,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV3084,cshasta,cshasta,0.16967656133560508,0.3681868878873019,0.6475375936005439,cshasta,0.9875681237138398,40,12,A_asv_cshasta
ASV3119,cshasta,cshasta,0.26659737874159795,0.3019985252234815,0.3829073664722019,cshasta,0.9875681237138398,40,7,A_asv_cshasta
ASV3147,cshasta,cshasta,0.21326862768525565,0.42767574435707983,0.6208870274087738,cshasta,0.9875681237138398,40,35,A_asv_cshasta
ASV3148,cshasta,cshasta,-0.5194782945561578,0.32424344119250603,0.1174094972610979,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV3182,cshasta,cshasta,-0.013842923751907812,0.08761431451037087,0.8752946719239116,cshasta,0.9875681237138398,40,40,A_asv_cshasta
ASV3250,cshasta,cshasta,0.05762647875548077,0.1425163515873192,0.6882223375458556,cshasta,0.9875681237138398,40,39,A_asv_cshasta
ASV3300,cshasta,cshasta,0.21166143428352296,0.2839347540099246,0.4605812871748046,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV3340,cshasta,cshasta,0.34434778863796706,0.4022520961280231,0.39733629120979463,cshasta,0.9875681237138398,40,28,A_asv_cshasta
ASV3342,cshasta,cshasta,0.1104859037346117,0.1727803539770906,0.5263610153098288,cshasta,0.9875681237138398,40,37,A_asv_cshasta
ASV3346,cshasta,cshasta,0.37164755369667046,0.29859971854705597,0.22088791522338785,cshasta,0.9875681237138398,40,14,A_asv_cshasta
ASV3347,cshasta,cshasta,-0.1772980534383018,0.36776347286026706,0.6325015752918833,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV3361,cshasta,cshasta,0.05551673670580672,0.22289029251459685,0.8046429873574232,cshasta,0.9875681237138398,40,14,A_asv_cshasta
ASV3371,cshasta,cshasta,-0.29214360581763055,0.343415084133201,0.4002641935817022,cshasta,0.9875681237138398,40,7,A_asv_cshasta
ASV3403,cshasta,cshasta,0.07302263484429206,0.1698144817130358,0.6696141906636719,cshasta,0.9875681237138398,40,37,A_asv_cshasta
ASV3408,cshasta,cshasta,-0.42911694765020575,0.31945893895239597,0.18715496725719466,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV3443,cshasta,cshasta,-0.2693898222487291,0.29024251136123463,0.3591858956244318,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV3466,cshasta,cshasta,0.151704840719478,0.29575595129829924,0.6109630043700626,cshasta,0.9875681237138398,40,5,A_asv_cshasta
ASV3489,cshasta,cshasta,0.18712851557494461,0.11311300751569578,0.10629458332542556,cshasta,0.9875681237138398,40,33,A_asv_cshasta
ASV3500,cshasta,cshasta,-0.035018080208389306,0.3394215712963176,0.9183707114947235,cshasta,0.9875681237138398,40,9,A_asv_cshasta
ASV3515,cshasta,cshasta,0.5603463515976483,0.3634972212119943,0.1314721512370295,cshasta,0.9875681237138398,40,15,A_asv_cshasta
ASV3540,cshasta,cshasta,0.49457074262663986,0.3992380878149251,0.2230223035929579,cshasta,0.9875681237138398,40,6,A_asv_cshasta
ASV3541,cshasta,cshasta,0.12410687711922515,0.1256595294846713,0.32957432194476644,cshasta,0.9875681237138398,40,24,A_asv_cshasta
ASV3558,cshasta,cshasta,0.07468999460024092,0.15001626474576246,0.6214383136493393,cshasta,0.9875681237138398,40,11,A_asv_cshasta
ASV3579,cshasta,cshasta,0.18801355372521264,0.162621347613808,0.25483985053884184,cshasta,0.9875681237138398,40,35,A_asv_cshasta
ASV3587,cshasta,cshasta,0.6552207807804983,0.47537509971948183,0.17616504088965523,cshasta,0.9875681237138398,40,16,A_asv_cshasta
