feature,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero,model
Lachnoclostridium,cshasta,cshasta,0.1038488878574765,0.11526405234981169,0.37328181824383844,cshasta,0.9491707888928229,40,29,A_genus_cshasta
Exiguobacterium,cshasta,cshasta,-0.9200247939533673,0.4168369365849219,0.03341599557794044,cshasta,0.9491707888928229,40,12,A_genus_cshasta
Staphylococcus,cshasta,cshasta,0.12964082767800184,0.38078292244680434,0.7353862175053805,cshasta,0.9491707888928229,40,39,A_genus_cshasta
Flavobacterium,cshasta,cshasta,0.37621552339413206,0.5122376571432707,0.46717968289116296,cshasta,0.9491707888928229,40,23,A_genus_cshasta
Cetobacterium,cshasta,cshasta,-0.12741761940212945,0.39364245456693087,0.7479485187793145,cshasta,0.9491707888928229,40,13,A_genus_cshasta
Oxalobacteraceae,cshasta,cshasta,0.8459589659404837,0.39620323708347943,0.03925514702666513,cshasta,0.9491707888928229,40,7,A_genus_cshasta
Rathayibacter,cshasta,cshasta,-0.10634030240057457,0.31954691384589556,0.741125894013666,cshasta,0.9491707888928229,40,5,A_genus_cshasta
Akkermansia,cshasta,cshasta,0.06317803367544562,0.18658708000373653,0.7367763653096717,cshasta,0.9491707888928229,40,37,A_genus_cshasta
Peptoniphilus,cshasta,cshasta,0.41714156508847344,0.2863809436647293,0.1534416055161804,cshasta,0.9491707888928229,40,5,A_genus_cshasta
Sphingobacterium,cshasta,cshasta,-0.11604046367765623,0.2878323479213844,0.6890951451259358,cshasta,0.9491707888928229,40,5,A_genus_cshasta
Malacoplasma,cshasta,cshasta,0.09055746323025227,0.22045430904664895,0.6835436213300492,cshasta,0.9491707888928229,40,38,A_genus_cshasta
Lawsonella,cshasta,cshasta,-0.21575335530751866,0.3283213886487086,0.5150511173175112,cshasta,0.9491707888928229,40,8,A_genus_cshasta
Carnobacterium,cshasta,cshasta,-0.7357391168511576,0.46154586397215985,0.11920396528699961,cshasta,0.9491707888928229,40,37,A_genus_cshasta
Serratia,cshasta,cshasta,-0.37203695316054874,0.45548308514985913,0.4191362169650199,cshasta,0.9491707888928229,40,39,A_genus_cshasta
Cloacibacterium,cshasta,cshasta,0.20443748555783275,0.30134928892669205,0.5016243584225564,cshasta,0.9491707888928229,40,5,A_genus_cshasta
Allomeiothermus,cshasta,cshasta,-0.6210044094205145,0.4802752766392141,0.20381110698629318,cshasta,0.9491707888928229,40,22,A_genus_cshasta
Mycobacterium,cshasta,cshasta,0.5418111087694609,0.3467291971971276,0.1264292154428638,cshasta,0.9491707888928229,40,6,A_genus_cshasta
Parageobacillus,cshasta,cshasta,0.288472561077221,0.37962895160043597,0.45201496449974365,cshasta,0.9491707888928229,40,37,A_genus_cshasta
Methylorubrum,cshasta,cshasta,0.16987577630963133,0.21684966288377186,0.43825924489959867,cshasta,0.9491707888928229,40,32,A_genus_cshasta
Roseomonas,cshasta,cshasta,-0.1823864869758249,0.33970238095495475,0.5944660133320765,cshasta,0.9491707888928229,40,7,A_genus_cshasta
Enterococcus,cshasta,cshasta,0.40831215871352583,0.41837991038963285,0.33526825962505025,cshasta,0.9491707888928229,40,28,A_genus_cshasta
Bacteroides,cshasta,cshasta,0.0731559981470318,0.09576347238732133,0.4496301666554763,cshasta,0.9491707888928229,40,40,A_genus_cshasta
Alistipes,cshasta,cshasta,-0.05651743517382414,0.10609803454226907,0.597349230413103,cshasta,0.9491707888928229,40,40,A_genus_cshasta
Sphingomonas,cshasta,cshasta,0.6349302087955033,0.3966882972746282,0.11775273304460189,cshasta,0.9491707888928229,40,30,A_genus_cshasta
Arthrobacter,cshasta,cshasta,-0.467204319505558,0.42664158888376785,0.28037648527986814,cshasta,0.9491707888928229,40,32,A_genus_cshasta
Plesiomonas,cshasta,cshasta,0.28011945379587716,0.2299947516056991,0.23075599011889567,cshasta,0.9491707888928229,40,9,A_genus_cshasta
Knoellia,cshasta,cshasta,-0.41647880096613166,0.29728269793060713,0.1693423483395803,cshasta,0.9491707888928229,40,5,A_genus_cshasta
Dolosigranulum,cshasta,cshasta,0.2968599138070296,0.3404546568903923,0.3887110150045737,cshasta,0.9491707888928229,40,9,A_genus_cshasta
Rhizobiaceae,cshasta,cshasta,-0.37002214605015926,0.4358920796582936,0.40126157447691824,cshasta,0.9491707888928229,40,14,A_genus_cshasta
Corynebacterium,cshasta,cshasta,0.15705819791176706,0.4060162230631111,0.7010418542544308,cshasta,0.9491707888928229,40,40,A_genus_cshasta
Blastococcus,cshasta,cshasta,0.49985208466773146,0.3486930967565342,0.15989192511059344,cshasta,0.9491707888928229,40,7,A_genus_cshasta
Caldicellulosiruptor,cshasta,cshasta,-0.2768185638448603,0.4268168709643584,0.520519830428509,cshasta,0.9491707888928229,40,8,A_genus_cshasta
Undibacterium,cshasta,cshasta,0.20450286196094375,0.4168224732178061,0.6265141386888954,cshasta,0.9491707888928229,40,8,A_genus_cshasta
Kocuria,cshasta,cshasta,-0.36106722288579546,0.42452316701843346,0.4003612927133745,cshasta,0.9491707888928229,40,39,A_genus_cshasta
Bacillus,cshasta,cshasta,0.31370021254483166,0.3983644390573726,0.4358909787514904,cshasta,0.9491707888928229,40,8,A_genus_cshasta
Blautia,cshasta,cshasta,-0.13712817436262498,0.1898306056823654,0.4744886341044181,cshasta,0.9491707888928229,40,23,A_genus_cshasta
Nakamurella,cshasta,cshasta,0.18549469879090935,0.29510152327058725,0.5333848387338024,cshasta,0.9491707888928229,40,5,A_genus_cshasta
Acinetobacter,cshasta,cshasta,0.20965919654603535,0.397972525271635,0.6013818376381732,cshasta,0.9491707888928229,40,39,A_genus_cshasta
Lautropia,cshasta,cshasta,0.12126541350795872,0.38125350589967627,0.7521730779905389,cshasta,0.9491707888928229,40,12,A_genus_cshasta
Rhodoferax,cshasta,cshasta,0.5606598456859911,0.4319020748003666,0.20207076378099495,cshasta,0.9491707888928229,40,38,A_genus_cshasta
Limnohabitans,cshasta,cshasta,0.14898357490545291,0.4191948446978305,0.7242521415166359,cshasta,0.9491707888928229,40,11,A_genus_cshasta
Comamonas,cshasta,cshasta,-0.4271427752486615,0.3819315685017227,0.2704272125288082,cshasta,0.9491707888928229,40,16,A_genus_cshasta
Lactococcus,cshasta,cshasta,-0.16524632090848954,0.45271665252982796,0.7171273277605572,cshasta,0.9491707888928229,40,37,A_genus_cshasta
Patulibacter,cshasta,cshasta,0.15775866562824883,0.357675499058536,0.6616642732255291,cshasta,0.9491707888928229,40,10,A_genus_cshasta
Bradyrhizobium,cshasta,cshasta,0.15252766379269195,0.38103055471550384,0.6911750135275094,cshasta,0.9491707888928229,40,35,A_genus_cshasta
Turicibacter,cshasta,cshasta,0.0457085830481244,0.1424845656097477,0.7501220602677028,cshasta,0.9491707888928229,40,39,A_genus_cshasta
Enhydrobacter,cshasta,cshasta,0.3324298929306108,0.38753444892179295,0.39637707083794205,cshasta,0.9491707888928229,40,20,A_genus_cshasta
Dubosiella,cshasta,cshasta,0.06110473913693571,0.169892560862807,0.7210873878378575,cshasta,0.9491707888928229,40,37,A_genus_cshasta
Neisseria,cshasta,cshasta,0.4968814652159123,0.3674846098244163,0.18433143374423921,cshasta,0.9491707888928229,40,10,A_genus_cshasta
Ramlibacter,cshasta,cshasta,0.11218898141186882,0.1327344177561486,0.40328196405641115,cshasta,0.9491707888928229,40,14,A_genus_cshasta
Paracoccus,cshasta,cshasta,-0.5470292720813251,0.3583743314138923,0.1351868764739693,cshasta,0.9491707888928229,40,5,A_genus_cshasta
Faecalibacterium,cshasta,cshasta,0.08409272490931484,0.16974238298160102,0.6231609398448645,cshasta,0.9491707888928229,40,36,A_genus_cshasta
Iodobacter,cshasta,cshasta,0.43121437564220705,0.5046600813137223,0.3982023868842226,cshasta,0.9491707888928229,40,15,A_genus_cshasta
Chryseobacterium,cshasta,cshasta,0.3340843876681581,0.43627955866622437,0.44855108952119394,cshasta,0.9491707888928229,40,16,A_genus_cshasta
Micrococcus,cshasta,cshasta,-0.07385222608204939,0.3740955944477785,0.8445546991014583,cshasta,0.9526743703083677,40,9,A_genus_cshasta
Brevundimonas,cshasta,cshasta,0.07798761493637732,0.3135404510573899,0.8049073528872613,cshasta,0.9526743703083677,40,7,A_genus_cshasta
Actinomycetospora,cshasta,cshasta,-0.061447610191450876,0.28421210325963536,0.8299856796995227,cshasta,0.9526743703083677,40,5,A_genus_cshasta
Segatella,cshasta,cshasta,-0.02176725923419176,0.1050954239994674,0.8370228384384294,cshasta,0.9526743703083677,40,38,A_genus_cshasta
Marisediminicola,cshasta,cshasta,-0.05304831998405623,0.3048985204586541,0.8627994297132385,cshasta,0.9526743703083677,40,5,A_genus_cshasta
Clostridium,cshasta,cshasta,0.05051405737604457,0.19073762634435892,0.7925676332827831,cshasta,0.9526743703083677,40,37,A_genus_cshasta
Paracoccaceae,cshasta,cshasta,-0.08383767675108286,0.3263718523115657,0.798658916640891,cshasta,0.9526743703083677,40,7,A_genus_cshasta
Pedobacter,cshasta,cshasta,0.08139571616090444,0.3974480844771155,0.8388246666020679,cshasta,0.9526743703083677,40,33,A_genus_cshasta
Comamonadaceae,cshasta,cshasta,-0.10046420237695898,0.3443428803684089,0.772059830292719,cshasta,0.9526743703083677,40,7,A_genus_cshasta
Muribaculaceae,cshasta,cshasta,-0.017322962647703163,0.09652928108966496,0.8585315085564686,cshasta,0.9526743703083677,40,40,A_genus_cshasta
Aggregatibacter,cshasta,cshasta,0.04359884099845045,0.22368730216792443,0.8465019680095112,cshasta,0.9526743703083677,40,5,A_genus_cshasta
Mesomycoplasma,cshasta,cshasta,-0.04064552754267539,0.14679982823556667,0.7833749556896885,cshasta,0.9526743703083677,40,40,A_genus_cshasta
Dermacoccus,cshasta,cshasta,0.04821595565324465,0.39672958311487033,0.9039088552424617,cshasta,0.9830353520880004,40,12,A_genus_cshasta
Actinomyces,cshasta,cshasta,-0.03741016871189023,0.3245649974662047,0.9088440047606041,cshasta,0.9830353520880004,40,9,A_genus_cshasta
Lachnospiraceae.NK4A136.group,cshasta,cshasta,-0.0013578481306447947,0.10885010346591695,0.990112329552614,cshasta,0.9919625719479179,40,37,A_genus_cshasta
Massilia,cshasta,cshasta,-0.004194855214677488,0.4136903873968968,0.9919625719479179,cshasta,0.9919625719479179,40,39,A_genus_cshasta
Arcobacter,cshasta,cshasta,0.0024777125592082903,0.22446875889004478,0.9912507836415526,cshasta,0.9919625719479179,40,5,A_genus_cshasta
Agathobacter,cshasta,cshasta,-0.01382429937713732,0.16270490421756736,0.9327349168601053,cshasta,0.9919625719479179,40,35,A_genus_cshasta
Veillonella,cshasta,cshasta,-0.011087536657057855,0.37000447553526655,0.9762510408974983,cshasta,0.9919625719479179,40,17,A_genus_cshasta
Anoxybacillus,cshasta,cshasta,0.013682395229629716,0.4467280049738459,0.9757264967017161,cshasta,0.9919625719479179,40,9,A_genus_cshasta
Escherichia.Shigella,cshasta,cshasta,-0.010637035172437042,0.2108135882839454,0.9600224575591358,cshasta,0.9919625719479179,40,8,A_genus_cshasta
Rothia,cshasta,cshasta,-0.011861898818916318,0.40010871736651965,0.9765039908091213,cshasta,0.9919625719479179,40,11,A_genus_cshasta
Arthrobacter,epithelium_remaining,epithelium_remaining,-1.0264330689280656,0.4000523240466792,0.01436368287988465,epithelium_remaining,0.5075167950892577,40,32,B_genus_epithelium_remaining
Nakamurella,epithelium_remaining,epithelium_remaining,0.7311799348218995,0.2718847825625372,0.010575297851228398,epithelium_remaining,0.5075167950892577,40,5,B_genus_epithelium_remaining
Iodobacter,epithelium_remaining,epithelium_remaining,1.2295049001822005,0.46882192359674596,0.012489415277104609,epithelium_remaining,0.5075167950892577,40,15,B_genus_epithelium_remaining
Streptococcus,epithelium_remaining,epithelium_remaining,-0.906865708347567,0.40104811424350256,0.02955139296380407,epithelium_remaining,0.6121822754445609,40,38,B_genus_epithelium_remaining
Paucibacter,epithelium_remaining,epithelium_remaining,-0.6518414179175537,0.2983043289667033,0.03511278057366751,epithelium_remaining,0.6121822754445609,40,40,B_genus_epithelium_remaining
Ephemeroptericola,epithelium_remaining,epithelium_remaining,0.7247981444412775,0.34158492035019977,0.04042713139728233,epithelium_remaining,0.6121822754445609,40,6,B_genus_epithelium_remaining
Enterococcus,epithelium_remaining,epithelium_remaining,0.9341957128888149,0.39555369809272856,0.02341674709468528,epithelium_remaining,0.6121822754445609,40,28,B_genus_epithelium_remaining
Neisseriaceae,epithelium_remaining,epithelium_remaining,-0.7327110549190043,0.38639736790356605,0.06554749677701532,epithelium_remaining,0.7720038509292917,40,9,B_genus_epithelium_remaining
Corynebacterium,epithelium_remaining,epithelium_remaining,-0.7511950678906685,0.3881346021388549,0.060408734045477065,epithelium_remaining,0.7720038509292917,40,40,B_genus_epithelium_remaining
Flavobacterium,epithelium_remaining,epithelium_remaining,0.8046567815490557,0.49907249354713934,0.11517139884452952,epithelium_remaining,0.7727901105878091,40,23,B_genus_epithelium_remaining
Oxalobacteraceae,epithelium_remaining,epithelium_remaining,0.69333992872022,0.4039297915858902,0.0942156740240147,epithelium_remaining,0.7727901105878091,40,7,B_genus_epithelium_remaining
Akkermansia,epithelium_remaining,epithelium_remaining,0.3014603920990557,0.1803558730646578,0.10284437307765909,epithelium_remaining,0.7727901105878091,40,37,B_genus_epithelium_remaining
Carnobacterium,epithelium_remaining,epithelium_remaining,0.7679041476675339,0.4601650013268295,0.10338551845076628,epithelium_remaining,0.7727901105878091,40,37,B_genus_epithelium_remaining
Bacillus,epithelium_remaining,epithelium_remaining,-0.6239826826687538,0.3886357391632599,0.1166475638623108,epithelium_remaining,0.7727901105878091,40,8,B_genus_epithelium_remaining
Lactococcus,epithelium_remaining,epithelium_remaining,0.7138997110253686,0.4384735337787632,0.11175774318146486,epithelium_remaining,0.7727901105878091,40,37,B_genus_epithelium_remaining
Enhydrobacter,epithelium_remaining,epithelium_remaining,-0.617148486790025,0.37824349734589,0.11102145799719224,epithelium_remaining,0.7727901105878091,40,20,B_genus_epithelium_remaining
Mobilicoccus,epithelium_remaining,epithelium_remaining,-0.46101874462801634,0.2991745728257747,0.1316114559139126,epithelium_remaining,0.8206361368749845,40,7,B_genus_epithelium_remaining
Lachnospiraceae.NK4A136.group,epithelium_remaining,epithelium_remaining,-0.08243808049960052,0.108025693528467,0.45009540243432233,epithelium_remaining,0.8434266092438848,40,37,B_genus_epithelium_remaining
Micrococcus,epithelium_remaining,epithelium_remaining,0.37075788938791604,0.3694233864948001,0.32191376506709807,epithelium_remaining,0.8434266092438848,40,9,B_genus_epithelium_remaining
Lactobacillus,epithelium_remaining,epithelium_remaining,0.26986168252402903,0.19277118069885277,0.16965290086124388,epithelium_remaining,0.8434266092438848,40,37,B_genus_epithelium_remaining
Noviherbaspirillum,epithelium_remaining,epithelium_remaining,-0.4548109757369108,0.42788627113162975,0.2945244315563676,epithelium_remaining,0.8434266092438848,40,13,B_genus_epithelium_remaining
Deinococcus,epithelium_remaining,epithelium_remaining,0.653655748106859,0.4454728817898057,0.1505147554214428,epithelium_remaining,0.8434266092438848,40,20,B_genus_epithelium_remaining
Aeromonas,epithelium_remaining,epithelium_remaining,0.2926278747333666,0.38662563510913495,0.4537913271605114,epithelium_remaining,0.8434266092438848,40,39,B_genus_epithelium_remaining
Brevundimonas,epithelium_remaining,epithelium_remaining,-0.2407574795170645,0.3113555782978164,0.44415479281034864,epithelium_remaining,0.8434266092438848,40,7,B_genus_epithelium_remaining
Luteolibacter,epithelium_remaining,epithelium_remaining,-0.22391498621081699,0.3225290983450167,0.4917499143150703,epithelium_remaining,0.8434266092438848,40,6,B_genus_epithelium_remaining
Arcobacter,epithelium_remaining,epithelium_remaining,-0.16661373104462082,0.22283593829005352,0.4592453268000267,epithelium_remaining,0.8434266092438848,40,5,B_genus_epithelium_remaining
Tychonema.CCAP.1459.11B,epithelium_remaining,epithelium_remaining,-0.38531934618934655,0.3385470266652061,0.2621805019725878,epithelium_remaining,0.8434266092438848,40,5,B_genus_epithelium_remaining
Granulicatella,epithelium_remaining,epithelium_remaining,-0.3745406459755776,0.35481590820705544,0.29782018490339285,epithelium_remaining,0.8434266092438848,40,7,B_genus_epithelium_remaining
Chroococcidiopsaceae,epithelium_remaining,epithelium_remaining,0.3969632489135175,0.2727181354261958,0.15372100647562978,epithelium_remaining,0.8434266092438848,40,7,B_genus_epithelium_remaining
Haemophilus,epithelium_remaining,epithelium_remaining,-0.46502850495441395,0.37214425136895807,0.21909057459810957,epithelium_remaining,0.8434266092438848,40,10,B_genus_epithelium_remaining
Anaerococcus,epithelium_remaining,epithelium_remaining,-0.3797617922339397,0.37777940521148196,0.3211362405369877,epithelium_remaining,0.8434266092438848,40,10,B_genus_epithelium_remaining
Thermus,epithelium_remaining,epithelium_remaining,-0.5428211177595305,0.43612380151113284,0.2208826400683022,epithelium_remaining,0.8434266092438848,40,12,B_genus_epithelium_remaining
Frondihabitans,epithelium_remaining,epithelium_remaining,0.39599010794588,0.31288445710551394,0.21335738768713922,epithelium_remaining,0.8434266092438848,40,6,B_genus_epithelium_remaining
Curtobacterium,epithelium_remaining,epithelium_remaining,0.28321809196190034,0.3606681838902022,0.4371702681398655,epithelium_remaining,0.8434266092438848,40,9,B_genus_epithelium_remaining
Citrobacter,epithelium_remaining,epithelium_remaining,-0.18699407073172322,0.2628441335091824,0.48116514871564187,epithelium_remaining,0.8434266092438848,40,6,B_genus_epithelium_remaining
Bifidobacterium,epithelium_remaining,epithelium_remaining,-0.11562651256667847,0.13656390629512882,0.40247194592732116,epithelium_remaining,0.8434266092438848,40,36,B_genus_epithelium_remaining
Lachnoclostridium,epithelium_remaining,epithelium_remaining,0.10282932039917815,0.11528810471930999,0.3780419557913707,epithelium_remaining,0.8434266092438848,40,29,B_genus_epithelium_remaining
Staphylococcus,epithelium_remaining,epithelium_remaining,-0.39602081806190204,0.37591321607987344,0.2987693168281501,epithelium_remaining,0.8434266092438848,40,39,B_genus_epithelium_remaining
Segatella,epithelium_remaining,epithelium_remaining,-0.07931539940937407,0.1043645824331523,0.45195378639349626,epithelium_remaining,0.8434266092438848,40,38,B_genus_epithelium_remaining
Rathayibacter,epithelium_remaining,epithelium_remaining,0.35971244947066633,0.31464700184454963,0.26009644680669897,epithelium_remaining,0.8434266092438848,40,5,B_genus_epithelium_remaining
Sphingobacterium,epithelium_remaining,epithelium_remaining,0.29387952811519014,0.28448030694690124,0.30811528323377885,epithelium_remaining,0.8434266092438848,40,5,B_genus_epithelium_remaining
Malacoplasma,epithelium_remaining,epithelium_remaining,0.15990336933672447,0.21941521902766467,0.47060981479164743,epithelium_remaining,0.8434266092438848,40,38,B_genus_epithelium_remaining
Serratia,epithelium_remaining,epithelium_remaining,0.5483130963962224,0.45077209189016815,0.23133952342972458,epithelium_remaining,0.8434266092438848,40,39,B_genus_epithelium_remaining
Pedobacter,epithelium_remaining,epithelium_remaining,-0.38394413745676326,0.3927595151580807,0.3344769955019816,epithelium_remaining,0.8434266092438848,40,33,B_genus_epithelium_remaining
Allomeiothermus,epithelium_remaining,epithelium_remaining,-0.6775112907000509,0.47826082673597753,0.16474181474289676,epithelium_remaining,0.8434266092438848,40,22,B_genus_epithelium_remaining
Mycobacterium,epithelium_remaining,epithelium_remaining,-0.28030383433895373,0.35479394365349304,0.4344030868848068,epithelium_remaining,0.8434266092438848,40,6,B_genus_epithelium_remaining
Bacteroides,epithelium_remaining,epithelium_remaining,-0.09904754446508965,0.09514888671805781,0.30446556359213434,epithelium_remaining,0.8434266092438848,40,40,B_genus_epithelium_remaining
Sphingomonas,epithelium_remaining,epithelium_remaining,-0.3704008486105065,0.40541338807594307,0.366668188775489,epithelium_remaining,0.8434266092438848,40,30,B_genus_epithelium_remaining
Plesiomonas,epithelium_remaining,epithelium_remaining,0.1676959927621002,0.23285715191489284,0.4758290233003223,epithelium_remaining,0.8434266092438848,40,9,B_genus_epithelium_remaining
Blastococcus,epithelium_remaining,epithelium_remaining,-0.2460854010798371,0.3557643868266423,0.4933249978596307,epithelium_remaining,0.8434266092438848,40,7,B_genus_epithelium_remaining
Caldicellulosiruptor,epithelium_remaining,epithelium_remaining,-0.37990250427060124,0.42472477080211885,0.37670248407217855,epithelium_remaining,0.8434266092438848,40,8,B_genus_epithelium_remaining
Undibacterium,epithelium_remaining,epithelium_remaining,0.38098800582418535,0.41354776274731786,0.36272309836000327,epithelium_remaining,0.8434266092438848,40,8,B_genus_epithelium_remaining
Kocuria,epithelium_remaining,epithelium_remaining,-0.4147741879593964,0.42322971388537284,0.3332740614020354,epithelium_remaining,0.8434266092438848,40,39,B_genus_epithelium_remaining
Blautia,epithelium_remaining,epithelium_remaining,0.17603571493063339,0.18898416807226884,0.35748387214886734,epithelium_remaining,0.8434266092438848,40,23,B_genus_epithelium_remaining
Bradyrhizobium,epithelium_remaining,epithelium_remaining,-0.5088581033188874,0.3728034227567396,0.18029639546852347,epithelium_remaining,0.8434266092438848,40,35,B_genus_epithelium_remaining
Rothia,epithelium_remaining,epithelium_remaining,-0.3932696916094149,0.3949945073364585,0.32572635383559934,epithelium_remaining,0.8434266092438848,40,11,B_genus_epithelium_remaining
Turicibacter,epithelium_remaining,epithelium_remaining,0.16843216224221128,0.14003667150284366,0.23650545553323932,epithelium_remaining,0.8434266092438848,40,39,B_genus_epithelium_remaining
Aggregatibacter,epithelium_remaining,epithelium_remaining,0.26395322565383367,0.2196646907248689,0.23694681459439085,epithelium_remaining,0.8434266092438848,40,5,B_genus_epithelium_remaining
Dubosiella,epithelium_remaining,epithelium_remaining,0.20883655028738543,0.16677540912674296,0.2181486225239052,epithelium_remaining,0.8434266092438848,40,37,B_genus_epithelium_remaining
Neisseria,epithelium_remaining,epithelium_remaining,-0.4033066231971681,0.37048839102335906,0.28319469144062814,epithelium_remaining,0.8434266092438848,40,10,B_genus_epithelium_remaining
Ramlibacter,epithelium_remaining,epithelium_remaining,-0.11357695206542247,0.13270335125247,0.3974338921494899,epithelium_remaining,0.8434266092438848,40,14,B_genus_epithelium_remaining
Faecalibacterium,epithelium_remaining,epithelium_remaining,0.1296133911698858,0.16898661308412558,0.4478185830506123,epithelium_remaining,0.8434266092438848,40,36,B_genus_epithelium_remaining
Veillonella,epithelium_remaining,epithelium_remaining,-0.24472910314703045,0.3678728488985098,0.5099055219418887,epithelium_remaining,0.845236155665629,40,17,B_genus_epithelium_remaining
Hafnia.Obesumbacterium,epithelium_remaining,epithelium_remaining,0.25951670368493635,0.42198537426246846,0.5422269677854978,epithelium_remaining,0.845236155665629,40,8,B_genus_epithelium_remaining
Lawsonella,epithelium_remaining,epithelium_remaining,0.21738139828061556,0.32829312717400955,0.5118670004307575,epithelium_remaining,0.845236155665629,40,8,B_genus_epithelium_remaining
Alistipes,epithelium_remaining,epithelium_remaining,0.06680935949439461,0.10594050731727883,0.5320565214823718,epithelium_remaining,0.845236155665629,40,40,B_genus_epithelium_remaining
Limnohabitans,epithelium_remaining,epithelium_remaining,-0.25923794935815114,0.41777971620697435,0.5386237711495374,epithelium_remaining,0.845236155665629,40,11,B_genus_epithelium_remaining
Chryseobacterium,epithelium_remaining,epithelium_remaining,0.27762532141699237,0.4373199173666425,0.5293410813135315,epithelium_remaining,0.845236155665629,40,16,B_genus_epithelium_remaining
